epoch,odor_id,odor_name,mouse_id,trial,R_global
2,4,n Methyl Piperdine,0,13,0.23779375909142528
2,4,n Methyl Piperdine,0,14,0.22173296394005748
2,4,n Methyl Piperdine,1,0,0.21515485162418713
2,4,n Methyl Piperdine,1,1,0.2224832481373816
2,4,n Methyl Piperdine,1,2,0.20710803861551175
2,4,n Methyl Piperdine,1,3,0.21653788985859657
2,4,n Methyl Piperdine,1,4,0.21366642409401967
2,4,n Methyl Piperdine,1,5,0.21638459256931095
2,4,n Methyl Piperdine,1,6,0.20720637643005527
2,4,n Methyl Piperdine,1,7,0.20115678693117878
2,4,n Methyl Piperdine,1,8,0.19728945938972017
2,4,n Methyl Piperdine,1,9,0.20493425397373366
2,4,n Methyl Piperdine,1,10,0.21020392459813586
2,4,n Methyl Piperdine,1,11,0.2115277941844604
2,4,n Methyl Piperdine,1,12,0.22937117617708666
2,4,n Methyl Piperdine,1,13,0.2227212738369089
2,4,n Methyl Piperdine,1,14,0.2061765979469175
2,5,"2,4 Dimethyl Acetophenone",0,0,0.2200406728329403
2,5,"2,4 Dimethyl Acetophenone",0,1,0.2093972982310632
2,5,"2,4 Dimethyl Acetophenone",0,2,0.21112771469128724
2,5,"2,4 Dimethyl Acetophenone",0,3,0.21775088549665955
2,5,"2,4 Dimethyl Acetophenone",0,4,0.22386861372249928
2,5,"2,4 Dimethyl Acetophenone",0,5,0.2103536360171096
2,5,"2,4 Dimethyl Acetophenone",0,6,0.23013912738319683
2,5,"2,4 Dimethyl Acetophenone",0,7,0.1990349133780523
2,5,"2,4 Dimethyl Acetophenone",0,8,0.21522696539713682
2,5,"2,4 Dimethyl Acetophenone",0,9,0.25176781324127323
2,5,"2,4 Dimethyl Acetophenone",0,10,0.2182832623426599
2,5,"2,4 Dimethyl Acetophenone",0,11,0.2353475770727701
2,5,"2,4 Dimethyl Acetophenone",0,12,0.21642811870049136
2,5,"2,4 Dimethyl Acetophenone",0,13,0.22332721313752654
2,5,"2,4 Dimethyl Acetophenone",0,14,0.2143368677916453
2,5,"2,4 Dimethyl Acetophenone",1,0,0.21970062552973027
2,5,"2,4 Dimethyl Acetophenone",1,1,0.2111119586669341
2,5,"2,4 Dimethyl Acetophenone",1,2,0.22817132376974084
2,5,"2,4 Dimethyl Acetophenone",1,3,0.21009590186652344
2,5,"2,4 Dimethyl Acetophenone",1,4,0.23148910146989846
2,5,"2,4 Dimethyl Acetophenone",1,5,0.2374073870008721
2,5,"2,4 Dimethyl Acetophenone",1,6,0.2272720929081302
2,5,"2,4 Dimethyl Acetophenone",1,7,0.21806712987127633
2,5,"2,4 Dimethyl Acetophenone",1,8,0.2285050169384142
2,5,"2,4 Dimethyl Acetophenone",1,9,0.21775092071883434
2,5,"2,4 Dimethyl Acetophenone",1,10,0.2352958796724068
2,5,"2,4 Dimethyl Acetophenone",1,11,0.1962786050523893
2,5,"2,4 Dimethyl Acetophenone",1,12,0.2173711154273478
2,5,"2,4 Dimethyl Acetophenone",1,13,0.19403079537486162
2,5,"2,4 Dimethyl Acetophenone",1,14,0.20102146629632867
2,6,4 Heptanone,0,0,0.29591138043963716
2,6,4 Heptanone,0,1,0.2851329296631188
2,6,4 Heptanone,0,2,0.24799950869309317
2,6,4 Heptanone,0,3,0.2299918556606408
